1,V,Bs,n,Pdyn,Dst_star,V^2,Bs^2,n^2,V*Bs,n*V,n*Bs,Pdyn*Bs,n*V*Bs,sin(θ_c/2),sin²(θ_c/2),sin⁴(θ_c/2),sin^(8/3)(θ_c/2),V*sin²(θ_c/2),Newell_d_Φ
0.0,0.0,-0.7454498446387141,0.0,-0.9134738406287136,-0.05294855956898241,0.0,0.0,0.0,0.0,0.000561905849419077,0.045457633991188975,0.06110300490008498,-0.00018270723470240234,6.57037538736166,-37.75444708294421,-9.377546209039883,41.47430573254024,0.0,0.0
0.0,0.0,-0.7223495424185702,0.0,-0.8620586174473831,-0.05276154820853807,0.0,0.0,0.0,0.0,0.0005225827757397758,0.05090257493614683,0.06397627794038824,-0.00019872133126441524,6.962252157804314,-39.102107957609775,-9.593413055920163,42.571717437426095,0.0,0.0
0.0,0.0,-0.7447699040697763,0.0,-0.866967142867547,-0.05327551708892464,0.0,0.0,0.0,0.0,0.000528218185536596,0.07370749253942423,0.110480177360736,-0.00028578281436642943,6.65980378257788,-38.634892457833224,-9.528582463505009,42.44444155633661,0.0,0.0
0.0,0.0,-0.7254316760647223,0.0,-0.8797164953424851,-0.05293422446135997,0.0,0.0,0.0,0.0,0.0005427573915972703,0.05618165338957316,0.08095480550263377,-0.0002257682392684774,6.399230863115809,-36.37791631594404,-8.605872753331472,39.445663462003495,0.0,0.0
0.0,0.0,-0.7395903542716858,0.0,-0.8741023447854309,-0.052224399332600244,0.0,0.0,0.0,0.0,0.0005184992524763915,0.06430323888069289,0.09262984738442613,-0.00025026086604260854,7.566701409868266,-41.7272616210301,-10.167530476157788,45.28970102478951,0.0,0.0
0.0,0.0,-0.721893298654875,0.0,-0.9020046401154633,-0.05307857343670035,0.0,0.0,0.0,0.0,0.0005604295591574352,0.06078406387163224,0.0902841699515125,-0.00024321646466951558,6.38875632932455,-37.15628137809869,-9.367401572642652,40.96261926380775,0.0,0.0
0.0,0.0,-0.7287386759422686,0.0,-0.8682673806336929,-0.051662130851270006,0.0,0.0,0.0,0.0,0.0005180217299166767,0.06283260626289977,0.09645241718655723,-0.0002498272604376647,7.400977334969666,-40.793533318573154,-9.951926688745607,44.27866416233848,0.0,0.0
0.0,0.0,-0.736246865538668,0.0,-0.9125415424480232,-0.05302897667253697,0.0,0.0,0.0,0.0,0.0005599339551964171,0.05920875293832143,0.0933088861969646,-0.00024037317626767106,6.552567541455433,-37.37780099661875,-9.016830915421867,40.7608118363862,0.0,0.0
0.0,0.0,-0.7263461767802888,0.0,-0.858047972340011,-0.05272211245014178,0.0,0.0,0.0,0.0,0.0005275857503651065,0.061970483455753324,0.0923429099508878,-0.00024673453469284667,6.248063827407195,-35.05721221427948,-7.996353371238007,37.69520396460294,0.0,0.0
0.0,0.0,-0.7332041418197011,0.0,-0.8977359734754093,-0.05263214091829105,0.0,0.0,0.0,0.0,0.0005409649633516354,0.05857474915990739,0.08696321364607236,-0.00023238405976772522,6.840446387940822,-37.999526752629,-8.912502775222526,41.01448233313984,0.0,0.0
